Contrato - ID de contrato,Tipo de contrato,Organización - Departamento,Partes afectadas - Nombre del proveedor (L1),Contrato - Fecha de expiración,dias_hasta_vencimiento,Estado del contrato
CW2348228,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,INTEGRALL CEO S.A.S.,2026-06-01,21.0,Publicado
CW2311613,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,HOSPITAL KENNEDY DE RIOFRIO VALLE,2026-06-01,21.0,Publicado
CW2287799,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,UNIVERSIDAD AUTONOMA DE OCCIDENTE,2026-06-01,21.0,Publicado
CW2337691,CONTRATO DE PRESTACIÓN  DE SERVICIOS,AutoSura,INTEMPO S.A.S,2026-06-01,21.0,Publicado
CW2318854,OTRO,G.S. Logística,SERVI ALARMAS SAS,2026-06-01,21.0,Publicado
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
83282,,Estructuracion de la Red,INES DEL CARMEN DURANTE PRETELT,2026-06-01,21.0,Publicado
83285,,Estructuracion de la Red,CHARLES WILLIAM ENRIQUEZ JIMENEZ,2026-06-01,21.0,Publicado
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
CW2347482,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,Asistencia,YO SOY TU ELEGIDO SAS,2026-06-01,21.0,Publicado
CW2300436,CONTRATO DE CONCESIÓN DE ESPACIO COMERCIAL,Canales,COLOMBIANA DE COMERCIO S.A,2026-06-01,21.0,Publicado
CW2258344,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,PROMOTORA MEDICA LAS AMERICAS S.A,2026-06-01,21.0,Publicado
CW2287799,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,UNIVERSIDAD AUTONOMA DE OCCIDENTE,2026-06-01,21.0,Publicado
CW2297097,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,ORACLE COLOMBIA LIMITADA,2026-06-01,21.0,Publicado
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
CW2287009,CONTRATO DE ARRENDAMIENTO COMERCIAL DE INMUEBLE,Construccion y adecuaciones,INMOBILIARIA VIZCAYA S.A. EN LIQUIDACION,2026-06-01,21.0,Publicado
CW2355226,ACUERDO MARCO DE PÓLIZAS COLECTIVAS (SEGUROS),Seguros,ALMACEN MOTOCAMPO S.A.,2026-06-01,21.0,Publicado
CW2303276,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,HOME HEALTH SALUD EN CASA SAS IPS,2026-06-01,21.0,Publicado
CW2287799,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,UNIVERSIDAD AUTONOMA DE OCCIDENTE,2026-06-01,21.0,Publicado
CW2286661,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CLINICA DE MARLY S.A.,2026-06-01,21.0,Publicado
CW2315899,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,PROMOTORA MEDICA LAS AMERICAS S.A,2026-06-01,21.0,Publicado
CW2346722,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,SOCIEDAD INTEGRAL DE ESPECIALISTAS,2026-06-01,21.0,Publicado
CW2370857,OTRO,Construccion y adecuaciones,INMOBILIARIA VIZCAYA S.A. EN LIQUIDACION,2026-06-01,21.0,Borrador
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
CW2363904,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,INES DEL CARMEN DURANTE PRETELT,2026-06-01,21.0,Publicado
CW2287799,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,UNIVERSIDAD AUTONOMA DE OCCIDENTE,2026-06-01,21.0,Publicado
CW2272915,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Operaciones Generales,LONDONO Y AGUIRRE Y CIA LTDA. PROMO,2026-06-01,21.0,Publicado
CW2286661,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CLINICA DE MARLY S.A.,2026-06-01,21.0,Publicado
CW2314452,CONTRATO DE PRESTACIÓN  DE SERVICIOS,AutoSura,INTEMPO S.A.S,2026-06-01,21.0,Publicado
CW2297097,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,ORACLE COLOMBIA LIMITADA,2026-06-01,21.0,Publicado
CW2272926,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Operaciones Generales,PROMOTORA CIUDAD JARDIN AGENCIA DE,2026-06-01,21.0,Publicado
CW2317057,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Negocios Empresariales,STRATEGIC HUMAN RESOURCES CONSULTING S.A,2026-06-01,21.0,Publicado
CW2272930,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Operaciones Generales,PROPOBLADO LIMITADA,2026-06-01,21.0,Publicado
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
CW2355226,ACUERDO MARCO DE PÓLIZAS COLECTIVAS (SEGUROS),Seguros,ALMACEN MOTOCAMPO S.A.,2026-06-01,21.0,Publicado
CW2286560,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CLINICA DE OJOS SANTA LUCIA LTDA,2026-06-01,21.0,Publicado
CW2314686,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Gestion administrativa,OGM COLOMBIA S.A.S,2026-06-01,21.0,Publicado
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
CW2287799,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,UNIVERSIDAD AUTONOMA DE OCCIDENTE,2026-06-01,21.0,Publicado
CW2272865,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Operaciones Generales,BERROCAL COMPAÑIA LIMITADA,2026-06-01,21.0,Publicado
CW2300713,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,Johana    Duque Ramirez,2026-06-01,21.0,Publicado
CW2258344,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,PROMOTORA MEDICA LAS AMERICAS S.A,2026-06-01,21.0,Publicado
CW2313029,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,COMODIN S.A.S,2026-06-01,21.0,Publicado
CW2262779,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,ALBA KATHERINE GARCIA PEREZ,2026-06-01,21.0,Publicado
CW2346856,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,Asistencia,GRUAS ALSOKE S.A.S,2026-06-01,21.0,Publicado
CW2379787,ACUERDO DE TERMINACIÓN DE CONTRATO,ARL Salud,SUESCUN CARVAJAL ALEXANDRA,2026-06-01,21.0,Borrador
CW2362622,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,ORTHOPRAXIS S.A.S.,2026-06-02,22.0,Publicado
59920,,ARL Salud,UNIDAD CLINICA LA MAGDALENA S.A.S,2026-06-02,22.0,Publicado
CW2346743,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CLINICA DE MARLY S.A.,2026-06-02,22.0,Publicado
79444,,ARL Salud,CLINICA CASTELLANA S.A.S,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2362632,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,CENTRO INTEGRAL DE FONOAUDIOLOGIA S . A,2026-06-02,22.0,Publicado
CW2356591,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,TARGET ZERO CORPORATION,2026-06-02,22.0,Publicado
CW2268941,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,JUAN CARLOS VEGABAZAN CASTILLO,2026-06-02,22.0,Publicado
CW2347660,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,TARGET ZERO CORPORATION,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
79444,,ARL Salud,CLINICA CASTELLANA S.A.S,2026-06-02,22.0,Publicado
CW2364130,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,CENTRO DE TRATAMIENTOS NO INVASIVOS,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2347660,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,TARGET ZERO CORPORATION,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
59920,,ARL Salud,UNIDAD CLINICA LA MAGDALENA S.A.S,2026-06-02,22.0,Publicado
CW2356591,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,TARGET ZERO CORPORATION,2026-06-02,22.0,Publicado
CW2262814,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,JUAN CARLOS VEGABAZAN CASTILLO,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2361334,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,UNIDAD ESTOMATOLOGICA LAS VEGAS S.A,2026-06-02,22.0,Publicado
83354,,Estructuracion de la Red,CENTRO INTEGRAL DE FONOAUDIOLOGIA S . A,2026-06-02,22.0,Publicado
CW2346743,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CLINICA DE MARLY S.A.,2026-06-02,22.0,Publicado
83355,,Estructuracion de la Red,CENTRO DE TRATAMIENTOS NO INVASIVOS,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2262814,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,JUAN CARLOS VEGABAZAN CASTILLO,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2343733,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Vaxthera,QUALITY WATER SERVICE COLOMBIA SAS,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
CW2348462,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,RAFAEL AUGUSTO ORTEGA MENDOZA,2026-06-02,22.0,Publicado
83353,,Beneficios y Afines,UNIDAD ESTOMATOLOGICA LAS VEGAS S.A,2026-06-02,22.0,Publicado
CW2268941,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,JUAN CARLOS VEGABAZAN CASTILLO,2026-06-02,22.0,Publicado
CW2346255,CONTRATO DE PRESTACIÓN DE SERVICIOS OPERACIONES ARL,ARL Operaciones,WILLIAM MAURICIO GAITAN CAMARGO,2026-06-02,22.0,Publicado
CW2314069,ALIANZA COMERCIAL (TALENTO HUMANO),Talento Humano,OPERACIONES GENERALES SURAMERICANA,2026-06-02,22.0,Publicado
83273,,Beneficios y Afines,ORTHOPRAXIS S.A.S.,2026-06-02,22.0,Publicado
CW2314420,CONTRATO DE PRESTACIÓN DE SERVICIOS OPERACIONES ARL,ARL Operaciones,DIEGO ARBOLEDA GRISALES,2026-06-03,23.0,Publicado
CW2314468,CONTRATO DE PRESTACIÓN DE SERVICIOS OPERACIONES ARL,ARL Operaciones,VANESSA ALVAREZ MONTOYA,2026-06-03,23.0,Publicado
CW2314425,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CENTRO DE FISIOTERAPIA YOLANDA E.U,2026-06-03,23.0,Publicado
CW2315632,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),EPS,ESE HOSPITAL SAN JUAN DE DIOS,2026-06-03,23.0,Publicado
CW2314425,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CENTRO DE FISIOTERAPIA YOLANDA E.U,2026-06-03,23.0,Publicado
CW2314470,CONTRATO DE PRESTACIÓN DE SERVICIOS OPERACIONES ARL,ARL Operaciones,LINA MARIA HERNANDEZ YEPES,2026-06-03,23.0,Publicado
CW2314458,CONTRATO DE PRESTACIÓN DE SERVICIOS OPERACIONES ARL,ARL Operaciones,SANDRA MILENA PATIÑO CARDONA,2026-06-03,23.0,Publicado
CW2316414,ACUERDO DE CONFIDENCIALIDAD ,Negocios Empresariales, ,2026-06-03,23.0,Publicado
CW2287434,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,PREVENT GROUP SAS,2026-06-04,24.0,Publicado
CW2287815,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CENTRO MEDICO DE YUMBO LIMITADA,2026-06-04,24.0,Publicado
CW2349010,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,LUIS FERNANDO BERMUDEZ BULA,2026-06-04,24.0,Publicado
CW2225380,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,Operaciones Generales,GRUAS HACARITAMA ROMERO SAS,2026-06-04,24.0,Publicado
CW2287815,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CENTRO MEDICO DE YUMBO LIMITADA,2026-06-04,24.0,Publicado
CW2225354,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,Operaciones Generales,GRUAS TGM SAS,2026-06-04,24.0,Publicado
CW2314819,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,DENTISANA S.A.S.,2026-06-05,25.0,Publicado
CW2371887,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,D MENTE S.A.S.,2026-06-05,25.0,Publicado
CW2264666,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,D MENTE S.A.S.,2026-06-05,25.0,Publicado
CW2311186,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,D MENTE S.A.S.,2026-06-05,25.0,Publicado
83378,,Beneficios y Afines,AUDIVEL SAS,2026-06-05,25.0,Publicado
CW2314546,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,AMANECER MEDICO S.A.S.,2026-06-05,25.0,Publicado
CW2260371,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,D MENTE S.A.S.,2026-06-05,25.0,Publicado
CW2314546,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,AMANECER MEDICO S.A.S.,2026-06-05,25.0,Publicado
70691,,ARL Salud,NEUROTRAUMA CENTER Y CUIDAMED SAS,2026-06-05,25.0,Publicado
83377,,EPS,FUNDACION REHABILITACION INTEGRAL,2026-06-05,25.0,Publicado
CW2347695,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SG CONSULTORES INTEGRALES SAS,2026-06-05,25.0,Publicado
CW2364016,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,FUNDACION REHABILITACION INTEGRAL,2026-06-05,25.0,Publicado
70691,,ARL Salud,NEUROTRAUMA CENTER Y CUIDAMED SAS,2026-06-05,25.0,Publicado
CW2347695,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SG CONSULTORES INTEGRALES SAS,2026-06-05,25.0,Publicado
CW2311186,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,D MENTE S.A.S.,2026-06-05,25.0,Publicado
CW2260365,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,PALTIEL SAS,2026-06-05,25.0,Publicado
CW2363138,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,AUDIVEL SAS,2026-06-05,25.0,Publicado
CW2314819,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,DENTISANA S.A.S.,2026-06-05,25.0,Publicado
CW2262596,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,PEDRO ALEJANDRO ARANGO HERNANDEZ,2026-06-06,26.0,Publicado
79369,,ARL Salud,HOSPITAL SAN VICENTE DE PAUL E.S.E,2026-06-06,26.0,Publicado
CW2347616,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,MELVA MILENA TABARES GRISALES,2026-06-06,26.0,Cerrado
CW2349215,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-06,26.0,Publicado
CW2302310,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,LINA MARGARITA  ZAMORA CELY,2026-06-06,26.0,Publicado
CW2264754,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,OBESITY CLINIC SAS,2026-06-06,26.0,Publicado
CW2349605,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,GUSTAVO ADOLFO ROMERO CABALLERO,2026-06-06,26.0,Publicado
79369,,ARL Salud,HOSPITAL SAN VICENTE DE PAUL E.S.E,2026-06-06,26.0,Publicado
CW2302934,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,AUTOMOTORA NORTE Y SUR LTDA,2026-06-06,26.0,Publicado
CW2374326,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,AUTOMOTORA NORTE Y SUR LTDA,2026-06-06,26.0,Borrador
CW2262596,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,PEDRO ALEJANDRO ARANGO HERNANDEZ,2026-06-06,26.0,Publicado
CW2349215,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-06,26.0,Publicado
CW2373625,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,INGENIERIA COSMOS LTDA,2026-06-07,27.0,Borrador
CW2309407,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,INGENIERIA COSMOS LTDA,2026-06-07,27.0,Publicado
79370,,ARL Salud,HOSPITAL PRIMER NIVEL DE ATENCION,2026-06-07,27.0,Publicado
79370,,ARL Salud,HOSPITAL PRIMER NIVEL DE ATENCION,2026-06-07,27.0,Publicado
CW2376502,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Talento Humano,MERCER COLOMBIA  LTDA,2026-06-07,27.0,Borrador
CW2288269,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,NEUROCIRUGIA ASOCIADA S.A.S.,2026-06-08,28.0,Publicado
CW2289106,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONAL DE LA SALUD SALUD (IPS),IPS,MARIA CAMILA JIMENEZ CA?AS,2026-06-08,28.0,Publicado
CW2347739,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,NUEVA CLINICA SAGRADO CORAZON SAS,2026-06-08,28.0,Publicado
CW2348060,CONTRATO DE SUMINISTRO,ARL Salud,MARTHA LUCIA BELTRAN PATACON,2026-06-08,28.0,Publicado
CW2288952,CONTRATO DE PRESTACIÓN DE SERVICIOS ATENCIONES UNIDAD ENSAYOS CLINICOS ALIADOS,IPS,BALANTA CABEZAS ALIRIO ISAAC,2026-06-08,28.0,Publicado
CW2348646,CONTRATO DE PRESTACIÓN DE SERVICIOS ATENCIONES UNIDAD ENSAYOS CLINICOS ALIADOS,IPS,OSCAR ENRIQUE MADIEDO LIZARAZO,2026-06-08,28.0,Publicado
CW2302976,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,SURA Colombia,ASISTA S.A,2026-06-08,28.0,Publicado
CW2348456,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,SPORTSMED COLOMBIA S.A.S,2026-06-08,28.0,Publicado
CW2288269,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,NEUROCIRUGIA ASOCIADA S.A.S.,2026-06-08,28.0,Publicado
CW2348456,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,SPORTSMED COLOMBIA S.A.S,2026-06-08,28.0,Publicado
CW2348060,CONTRATO DE SUMINISTRO,ARL Salud,MARTHA LUCIA BELTRAN PATACON,2026-06-08,28.0,Publicado
CW2343772,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,Asistencia,ASISTA S.A,2026-06-08,28.0,Publicado
CW2347739,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,NUEVA CLINICA SAGRADO CORAZON SAS,2026-06-08,28.0,Publicado
CW2287168,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSEJO COLOMBIANO DE SEGURIDAD,2026-06-09,29.0,Publicado
CW2295418,ALIANZA COMERCIAL (SEGUROS),AutoSura,DISTRIBUIDORA NISSAN S.A.,2026-06-09,29.0,Publicado
CW2349319,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-09,29.0,Publicado
CW2315071,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,REHABILITACION INTEGRAL Y ERGONOMI,2026-06-09,29.0,Publicado
CW2349255,CONTRATO MARCO DE SERVICIOS,"Personas, Familia y Gestión de Canales",MERCI DE COLOMBIA GRUPO EMPRESARIAL,2026-06-09,29.0,Borrador
CW2347050,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,WOBI COLOMBIA S.A.S,2026-06-09,29.0,Publicado
CW2349319,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-09,29.0,Publicado
CW2262782,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,RISK MANAGEMENT INTEGRED S.A.S,2026-06-09,29.0,Publicado
CW2300953,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSEJO COLOMBIANO DE SEGURIDAD,2026-06-09,29.0,Publicado
CW2349319,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-09,29.0,Publicado
CW2338219,CONTRATO MARCO DE SERVICIOS,Desarrollo Organizacional y Mercadeo,IMPRESIONES ROJO S.A.S,2026-06-09,29.0,Publicado
CW2262782,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,RISK MANAGEMENT INTEGRED S.A.S,2026-06-09,29.0,Publicado
CW2287168,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSEJO COLOMBIANO DE SEGURIDAD,2026-06-09,29.0,Publicado
CW2300953,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSEJO COLOMBIANO DE SEGURIDAD,2026-06-09,29.0,Publicado
CW2348576,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Operaciones Generales,MOBILITY GROUP S.A.S,2026-06-09,29.0,Borrador
CW2315071,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,REHABILITACION INTEGRAL Y ERGONOMI,2026-06-09,29.0,Publicado
CW2349255,CONTRATO MARCO DE SERVICIOS,"Personas, Familia y Gestión de Canales",MERCI DE COLOMBIA GRUPO EMPRESARIAL,2026-06-09,29.0,Borrador
CW2349319,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-09,29.0,Publicado
CW2233329,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSEJO COLOMBIANO DE SEGURIDAD,2026-06-09,29.0,Publicado
CW2349319,ACUERDO DE CONFIDENCIALIDAD ,Soluciones de Negocio, ,2026-06-09,29.0,Publicado
CW2347050,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,WOBI COLOMBIA S.A.S,2026-06-09,29.0,Publicado
CW2348899,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,PASTOR ENRIQUE HERAZO HENRIQUEZ,2026-06-09,29.0,Publicado
CW2314149,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CLINICA DEL TRABAJADOR SAS,2026-06-10,30.0,Publicado
